<<<<<<< HEAD
1 -8.830903 -1.815411
1 10.161258 -1.482195
1 -9.023151 -1.858318
1 9.475318 -1.834734
1 9.560565 -1.712574
1 9.539761 -1.807732
1 9.433337 -1.741136
1 11.786485 -1.957600
1 -8.575327 -1.676802
1 10.025339 -1.481751
1 14.859925 -2.525117
1 -9.157865 -1.718279
1 3.093611 -0.563386
1 8.169802 0.007693
1 12.117381 -1.853210
1 8.381792 -0.005231
1 -8.985885 -1.688257
1 8.974316 -1.462127
1 -9.300334 -1.695740
1 9.527065 -1.858268
1 -10.256780 -1.834958
1 -10.890332 -1.594086
1 9.691339 -1.485071
1 9.488111 -1.810982
1 -9.427940 -1.751786
1 -10.927011 -1.679397
1 -11.129453 -1.802171
1 -9.009140 -1.803102
1 11.927467 -1.829624
1 13.506747 -2.163146
1 -8.915371 -1.619255
1 9.734312 -1.610392
1 9.227524 -1.684558
1 10.057914 -1.479147
1 -10.652061 -1.601177
1 -9.140708 -1.803576
1 -11.050715 -1.818236
1 -8.607170 -1.702744
1 9.463289 -1.860967
1 -9.267780 -1.715730
1 -10.057259 -1.832371
1 -10.180529 -1.639946
1 9.487413 -1.734882
1 9.688120 -1.747015
1 9.344845 -1.377623
1 -4.585624 -1.260736
1 10.135699 -1.579098
1 8.745173 -0.883941
1 -10.946051 -1.639456
1 11.737470 -1.887200
1 8.396049 -0.086575
1 9.297597 -1.583767
1 -10.948277 -1.676943
1 -9.071135 -1.798710
1 -3.232012 -1.131720
1 -10.959846 -1.694508
1 9.363315 -1.826848
1 9.386484 -1.748571
1 9.484556 -1.721850
1 -8.929009 -1.802652
1 -9.789856 -1.753974
1 -9.958187 -1.720915
1 9.853776 -1.557891
1 11.089877 -1.753515
1 11.389145 -1.780298
1 11.139472 -1.798696
1 -9.820168 -1.707557
1 -9.084609 -1.887763
1 -9.959578 -1.704014
1 9.334380 -1.789979
1 -9.283395 -1.674176
1 9.452972 -1.818258
1 9.418899 -1.769215
1 -11.001603 -1.711363
1 9.521825 -1.846141
1 -8.905478 -1.759022
1 -10.999047 -1.770842
1 9.368281 -1.817069
1 -9.860442 -1.817151
1 8.577718 0.150472
1 9.979973 -1.467695
1 9.421548 0.109107
1 11.000604 -1.666964
1 15.325301 -2.600027
1 16.294203 -2.600327
1 7.605274 0.087329
1 -9.177061 -1.730951
1 -11.001992 -1.806521
1 -8.719270 -1.618828
1 -8.948230 -1.706927
1 10.066397 -1.542449
1 -9.142140 -1.700555
1 -8.694144 -1.681230
1 9.306993 -1.775738
1 10.038101 -1.466131
1 9.541652 -1.799542
1 7.662136 -0.047979
1 9.338606 -1.740972
1 9.383985 -1.792658
1 9.303225 -1.828000
1 9.949965 -1.498435
1 10.293676 -1.615747
1 9.565870 -1.709550
1 -10.522789 -1.626288
1 14.342135 -2.335637
1 -8.408546 -1.607374
1 -9.650264 -1.810059
1 9.599511 -1.678558
1 -8.900735 -1.762682
1 -9.149611 -1.674794
1 9.427083 -1.812394
1 -9.304259 -1.920616
1 -9.157941 -1.986092
1 -11.076762 -1.815077
1 8.238513 -0.051833
1 8.449502 -0.777515
1 -9.020514 -1.832434
1 -10.908196 -1.778235
1 9.481529 -1.646051
1 6.908146 -0.130104
1 -9.017172 -1.884060
1 -10.936058 -1.702144
1 -9.069885 -1.870500
1 9.380499 -1.839214
1 -9.444123 -2.013299
1 -10.877607 -1.669241
1 9.483525 -1.809971
1 11.471436 -1.819994
1 -8.914785 -1.832438
1 9.565317 -1.713284
1 -9.023894 -1.869876
1 -8.289011 -1.591842
1 9.689121 -1.974976
1 8.364369 -0.240756
1 11.874900 -1.843873
1 -10.970102 -1.557025
1 9.312184 -1.755783
1 9.521358 -1.773519
1 9.407187 -1.845432
1 -11.014173 -1.656978
1 10.720122 -1.791323
1 -7.354204 -1.494089
1 9.500321 -1.780912
1 -9.213628 -1.755479
1 -10.768175 -1.642861
1 9.972935 -1.526364
1 -8.906199 -1.695709
1 -9.014201 -1.713195
1 9.066829 -1.654322
1 9.513219 -1.423826
1 -9.033982 -1.706651
1 9.398543 -1.804230
1 9.721053 -1.494319
1 -11.115320 -1.810153
1 -9.608842 -1.779269
1 -11.105748 -1.814697
1 -10.896779 -1.630109
1 10.280354 -1.502874
1 -9.512798 -1.702946
1 9.484736 -1.761370
1 9.376959 -1.579639
1 12.607115 -1.993793
1 9.236874 -0.962679
1 9.296759 -1.729746
1 8.623470 -0.183251
1 9.443886 -1.819363
1 9.582765 -1.461782
1 8.064084 -0.844881
1 9.363522 -1.834213
1 9.555767 -1.893614
1 8.537571 -0.766308
1 -9.848160 -1.769677
1 -9.425960 -1.764785
1 -11.005929 -1.737801
1 -8.972977 -1.774796
1 8.979378 -1.528699
1 9.498874 -1.768203
1 -8.954487 -1.142126
1 9.469458 -1.754804
1 9.254464 -1.729116
1 9.529270 -1.483914
1 9.293844 -1.726708
1 11.248180 -1.766626
1 -10.872058 -1.710554
1 -10.843213 -1.758939
1 9.988744 -1.557095
1 -8.859620 -1.775985
1 9.358970 -1.796766
1 9.589028 -1.498409
1 -10.885279 -1.544208
1 11.966748 -1.896737
1 9.929266 -1.366019
1 -9.448363 -1.627901
1 -10.935146 -1.749169
1 16.451675 -2.630815
1 -10.876063 -1.629142
1 9.440909 -1.759403
1 8.579233 -1.042719
1 -10.816324 -1.633760
1 -9.945571 -1.679303
1 10.759324 -1.671478
1 -8.914069 -1.729254
1 9.944537 -1.615332
1 -8.965791 -1.841586
1 10.581719 -1.479924
1 10.093378 -1.601342
1 10.045574 -1.495652
1 9.222287 -1.632586
1 9.732355 -1.746640
1 9.415452 -1.600047
1 -10.959108 -1.623433
1 -8.997587 -1.707721
1 -10.365558 -1.771243
1 9.694425 -1.689940
1 9.658967 -1.663254
1 -10.822384 -1.635511
1 -10.914802 -1.666488
1 9.420486 -1.779556
1 -7.762867 -0.918029
1 -8.900723 -1.740317
1 9.740446 -1.612511
1 -9.168618 -1.755027
1 8.558201 -0.390485
1 -10.967058 -1.737589
1 12.128689 -1.905353
1 9.669349 -1.426439
1 9.702004 -1.360326
1 9.454988 -1.733454
1 9.257968 -1.544640
1 9.492476 -1.827863
1 10.352392 -1.478915
1 9.175954 -1.691812
1 -10.407943 -1.697204
1 -10.948191 -1.598756
1 9.527349 -1.517550
1 10.579106 -1.578734
1 -8.698171 -1.701446
1 9.483554 -1.854078
1 -9.033702 -1.864274
1 9.592434 -1.613503
1 -9.097391 -1.829794
1 -10.937868 -1.654388
1 10.284211 -1.594578
1 9.885812 -1.767170
1 12.182250 -1.960768
1 10.817681 -1.557097
1 8.890045 -1.647249
1 -9.384284 -1.746146
1 9.853881 -1.495485
1 9.455216 -1.825306
1 8.649942 -1.174884
1 11.605790 -1.807361
1 9.510880 -1.446175
1 9.575004 -1.528858
1 8.562371 0.156295
1 8.702426 -0.971470
1 -11.124081 -1.805324
1 -10.822247 -1.762889
1 -10.581270 -1.706432
1 9.464429 -1.792490
1 9.476090 -1.840492
1 10.376223 -1.645874
1 -9.149216 -1.970913
1 8.120192 -0.034988
1 -11.102114 -1.797235
1 9.658577 -1.456613
1 -9.177316 -1.715204
1 -10.954451 -1.618894
1 -8.888907 -1.744119
1 10.576394 -1.734153
1 9.204062 -1.641664
1 9.556640 -1.914177
1 9.160045 -1.566502
1 -10.514057 -1.743623
1 -11.065170 -1.745551
1 9.367637 -1.728453
1 -9.005333 -1.870738
1 11.314800 -1.747740
1 -9.920998 -1.820237
1 -8.948397 -1.850542
1 -10.823736 -1.579710
1 9.489721 -1.843078
1 11.492727 -1.766903
1 9.161895 -1.703664
1 9.179602 -1.659935
1 10.444530 -1.617241
1 9.588068 -1.495106
1 -8.995060 -1.779742
1 -10.221334 -1.687971
1 -8.963412 -1.695173
1 9.407061 -1.818376
1 13.317980 -2.150185
1 9.794258 -1.626616
1 9.446118 -1.486467
1 9.517026 -1.758131
1 -10.926189 -1.765315
1 9.464149 -1.743280
1 -8.918021 -1.864611
1 9.399500 -1.607123
1 10.404289 -1.672172
1 9.861013 -1.539751
1 -10.813437 -1.781636
1 9.507393 -1.758093
1 9.841516 -1.515722
1 10.177070 -1.469505
1 -10.975116 -1.801536
1 15.169068 -2.455761
1 10.898849 -1.663286
1 -10.977191 -1.819917
1 -9.754394 -2.012733
1 10.212376 -1.563603
1 -10.923772 -1.770913
1 -11.093771 -1.787018
1 9.590692 -1.787152
1 8.840348 -1.420857
1 -9.024361 -1.773671
1 9.132570 -1.748542
1 9.183489 -1.369124
1 1.341083 -0.699183
1 -8.645531 -1.719617
1 10.294703 -1.580387
1 9.625603 -1.557690
1 -9.122991 -1.825985
1 12.073633 -1.983378
1 9.771692 -1.880138
1 8.411821 -0.158654
1 -6.062334 -1.412728
1 -11.094120 -1.810869
1 10.106882 -1.522354
1 9.457997 -1.815985
1 9.548123 -1.441109
1 -11.130937 -1.827271
1 9.491624 -1.743933
1 8.479650 -0.186650
1 9.582893 -1.793776
1 -10.750508 -1.717667
1 -9.083502 -1.818178
1 10.526034 -1.713048
1 -10.409565 -1.776384
1 9.553645 -1.865047
1 -9.145703 -1.951302
1 -8.895951 -1.714332
1 -10.715358 -1.675173
1 -8.663315 -1.725499
1 -10.955086 -1.649293
1 8.155594 -0.019892
1 -9.827664 -1.836118
1 9.653260 -1.918935
1 -9.089697 -1.713926
1 -9.139876 -1.906203
1 -9.005315 -1.868865
1 9.745164 -1.552697
1 -10.584391 -1.673697
1 -8.779139 -1.740281
1 6.647409 -0.197976
1 10.620091 -1.616909
1 9.586267 -1.856811
1 -10.819234 -1.723325
1 -10.924889 -1.662086
1 11.314874 -1.762269
1 9.472387 -1.819309
1 -10.613392 -1.752036
1 9.587734 -1.895932
1 6.858897 -0.125041
1 -9.898321 -1.757446
1 9.571410 -1.671728
1 10.754745 -1.857520
1 -9.917326 -1.721009
1 13.040904 -2.054233
1 -9.141715 -1.678554
1 9.394628 -1.783543
1 -8.735913 -1.721203
1 -10.213705 -1.648092
1 13.556722 -2.054883
1 -10.647994 -1.783165
1 11.851650 -1.852229
1 10.157398 -1.560639
1 -3.429929 -1.142200
1 -11.112086 -1.800723
1 -8.783872 -1.707015
1 9.410875 -1.821957
1 9.199127 -1.650932
1 9.519975 -1.852320
1 9.611852 -1.764436
1 -8.617953 -1.655607
1 10.067922 -1.452460
1 14.776146 -2.329168
1 -11.051116 -1.783864
1 9.593750 -1.634313
1 10.619104 -1.694431
1 9.371246 -1.719936
1 -10.826981 -1.604444
1 10.434744 -1.543930
1 -10.853606 -1.732726
1 9.402433 -1.778905
1 -11.037244 -1.660398
1 9.598334 -1.713101
1 10.352283 -1.668083
1 9.158484 -1.622779
1 -9.017598 -1.852916
1 9.727982 -1.633375
1 9.375153 -1.753489
1 -10.969671 -1.765075
1 -9.014661 -1.870111
1 -8.877702 -1.696191
1 9.643957 -1.337034
1 -9.178579 -1.717534
1 -11.021695 -1.751934
1 9.466689 -1.741886
1 9.345176 -1.759723
1 -10.702823 -1.783844
1 17.277777 -2.834692
1 1.374363 -0.949529
1 9.403336 -1.835942
1 12.188567 -1.891157
1 9.257071 -1.799030
1 -8.855255 -1.701059
1 -9.994066 -1.731304
1 8.624388 0.129418
1 9.019453 -1.675321
1 -8.792710 -1.699303
1 9.407013 -1.814234
1 -9.014800 -1.810664
1 -9.803410 -1.769919
1 9.260875 -1.784098
1 -9.101420 -1.902187
1 -9.191445 -1.880226
1 -9.638605 -1.753104
1 9.306963 -1.456042
1 -9.657780 -1.765181
1 9.413916 -1.877811
1 9.354283 -1.441624
1 15.631995 -2.511037
1 -9.048814 -1.876556
1 -10.850222 -1.709359
1 9.650547 -1.736937
1 9.521821 -1.840110
1 9.417481 -1.795777
1 -9.177890 -1.788477
1 8.336714 0.025068
1 10.001388 -1.617831
1 11.885331 -1.871966
1 8.978320 -1.651475
1 -10.910584 -1.684097
1 -9.038768 -1.715030
1 -10.176643 -1.597775
1 -11.044907 -1.744434
1 -10.746094 -1.770445
1 -9.104074 -1.734797
1 9.491676 -1.841971
1 8.879314 -1.169166
1 9.665341 -1.744802
1 8.971726 -1.559894
1 9.305449 -1.860339
1 12.182036 -1.913637
1 -10.754570 -1.598447
1 9.228526 -1.515417
1 9.886017 -1.717473
1 -8.417725 -1.628982
1 9.315606 -1.733898
1 -9.586584 -1.723587
1 9.183085 -1.353825
1 11.842334 -1.781591
1 -8.877907 -1.687086
1 -8.563100 -1.640332
1 10.015947 -1.632872
1 -8.977655 -1.759564
1 10.975424 -1.613007
1 10.310914 -1.572661
1 9.401237 -1.841445
1 9.472700 -1.874202
1 -9.058935 -1.783502
1 9.416541 -1.827420
1 -8.605800 -1.663203
1 -10.145646 -1.731702
1 9.001130 -1.430323
1 9.682415 -1.627052
1 -11.045917 -1.788078
1 -10.909624 -1.772663
1 9.212472 -1.725377
1 9.482017 -1.773234
1 -10.801293 -1.658822
1 -9.434741 -1.742360
1 10.458807 -1.608010
1 10.830047 -1.599332
1 8.929195 -1.692289
1 8.536353 -0.510082
1 10.327976 -1.520765
1 10.603379 -1.611692
1 -10.492815 -1.639506
1 15.492746 -2.572159
1 10.432673 -1.569997
1 -8.894256 -1.777239
1 9.674190 -1.580747
1 -9.551885 -1.764454
2 8.575234 -0.266483
2 -12.181711 -0.088151
2 9.106800 1.720832
2 -11.882811 -0.034683
2 12.406111 1.872297
2 8.161718 -0.051562
2 -12.019233 -0.113174
2 -7.880497 -0.821331
2 9.142916 1.600560
2 9.125197 1.674657
2 -11.912505 -0.048328
2 -11.883347 0.010752
2 -12.089703 -0.032017
2 -12.197959 -0.063756
2 8.403727 -0.100103
2 13.107423 1.812470
2 -11.903593 -0.030709
2 -11.906059 0.008245
2 8.790658 -0.235495
2 -9.180847 -1.807501
2 10.356005 1.549057
2 -11.944901 -0.013530
2 -10.659758 -1.679250
2 -7.849575 -0.064554
2 -12.032924 0.078373
2 9.062399 1.690995
2 9.181688 1.664744
2 -11.798609 -0.035425
2 -12.093549 -0.093752
2 -9.375501 1.517551
2 -6.817559 1.632364
2 8.754380 -0.155856
2 9.123711 1.650175
2 -11.848752 -0.014076
2 8.316512 0.027302
2 8.563124 -0.095783
2 9.104174 1.699995
2 8.337524 -0.081016
2 -10.134734 1.444036
2 -7.721664 -0.287607
2 9.159199 1.627948
2 12.394070 1.827352
2 -11.970445 -0.039556
2 9.148022 1.623045
2 9.123177 1.685167
2 -12.170216 -0.106528
2 8.681046 -0.228490
2 -11.910909 0.028310
2 8.446849 -0.230556
2 9.100263 -0.105841
2 -7.788847 -0.181050
2 8.466228 -0.142060
2 8.595254 -0.230679
2 -11.070500 -1.853464
2 13.179369 1.899433
2 -7.868008 -0.126571
2 -11.427594 0.064886
2 8.364105 -0.011941
2 8.303446 0.023794
2 -12.064034 -0.101520
2 9.002851 1.682627
2 -10.681444 -0.032152
2 -11.994138 -0.048213
2 8.977751 -0.239067
2 14.152226 1.975795
2 9.925199 1.518789
2 -11.903230 -0.019679
2 10.283839 0.104334
2 -7.908449 -0.201789
2 9.092553 1.698426
2 -11.574903 -0.983590
2 13.668646 1.917868
2 9.086584 1.669292
2 9.074254 1.655690
2 8.728801 -0.138100
2 8.735339 -0.256225
2 9.138253 1.661569
2 9.621196 1.549927
2 -11.867598 0.026623
2 9.328924 1.525592
2 12.135895 1.857194
2 12.672454 1.846856
2 9.240737 1.646896
2 8.666789 -0.217481
2 -11.936230 -0.083547
2 8.550710 -0.159735
2 -11.915102 -0.125679
2 8.395053 -0.159677
2 8.404890 -0.000633
2 -9.229012 -0.014115
2 -7.938579 -0.138666
2 -11.855415 0.340733
2 8.542651 -0.166447
2 9.055139 1.619471
2 8.672844 -0.137756
2 -11.367270 -1.847731
2 -11.948732 -0.069002
2 -11.888071 -0.014448
2 13.719238 1.958427
2 -10.352011 -1.683117
2 8.706654 -0.261145
2 -11.954640 -0.052225
2 9.605272 -0.066460
2 9.737548 1.621856
2 9.096602 1.673152
2 -7.926716 -0.274567
2 -7.961927 -0.152100
2 12.642859 1.777530
2 -11.664830 0.698351
2 -12.077031 -0.089150
2 8.390107 0.020383
2 -10.523619 -1.653206
2 9.969267 -0.048012
2 9.288136 1.680604
2 8.356837 -0.027446
2 17.983986 2.275083
2 -7.921369 -0.155313
2 9.505774 1.662780
2 -11.722139 0.029079
2 -7.884734 -0.125421
2 -7.939470 -0.166833
2 9.115341 1.660173
2 12.748652 1.865544
2 9.998363 -0.037890
2 -8.965037 -1.848303
2 9.382078 1.648484
2 -7.897048 -0.093727
2 8.353484 0.025566
2 8.293419 0.064408
2 9.251485 1.613950
2 11.680413 0.084149
2 8.157056 -0.013449
2 9.010896 1.687010
2 -12.132134 -0.173817
2 -11.720028 0.007103
2 -11.979295 -0.029593
2 9.650218 1.585272
2 -12.148062 -0.146908
2 9.008111 -0.208743
2 -12.020984 0.009048
2 11.173754 1.649145
2 9.056019 1.675942
2 8.366148 -0.049277
2 9.138913 1.621294
2 -8.786998 -1.699406
2 9.580579 1.621940
2 -12.002417 -0.023746
2 -11.995798 -0.088920
2 13.079223 1.915397
2 -12.110638 -0.121432
2 -12.083923 -0.061680
2 9.241942 1.592750
2 -7.899452 -0.151559
2 -12.166073 -0.161439
2 -7.892251 -0.221814
2 8.619711 -0.245002
2 9.066700 1.618227
2 -10.146343 -1.545140
2 -11.962930 -0.109459
2 10.665940 1.052584
2 9.918790 1.601537
2 9.065118 1.664234
2 -12.028955 -0.079362
2 9.713203 1.552959
2 9.334928 1.638161
2 -11.922136 -0.056498
2 12.409513 1.986999
2 12.378788 1.660328
2 8.639934 -0.191734
2 -7.958454 -0.151279
2 7.364675 1.879171
2 8.486136 -0.189744
2 8.481286 -0.142905
2 9.720082 1.616222
2 -11.752569 -0.036366
2 -11.776661 0.003224
2 9.045992 1.642277
2 8.985262 -0.249061
2 8.381031 0.068595
2 9.411554 1.776484
2 8.329845 -0.170030
2 8.342634 -0.114949
2 9.104974 1.661453
2 12.862985 1.830603
2 9.075750 1.635772
2 10.636813 1.183761
2 14.151600 1.895781
2 11.836464 1.601715
2 9.597785 -0.190075
2 8.335673 -0.169588
2 -11.539718 -0.003905
2 -8.054988 -0.182801
2 12.825122 0.081846
2 13.376000 1.978702
2 11.397187 1.518547
2 -11.912480 -0.008241
2 11.916670 1.840279
2 -11.944000 0.007248
2 9.089044 1.657667
2 -9.077798 -1.738495
2 -11.985107 -0.154577
2 8.435630 -0.133030
2 13.015218 1.891222
2 -11.982979 0.020724
2 -11.956034 -0.024715
2 -7.881138 -0.128954
2 9.191374 1.599451
2 8.263487 -0.055299
2 9.101997 1.672775
2 -11.872642 -0.087884
2 -12.207608 -0.122324
2 9.554360 1.559242
2 8.717201 -0.153066
2 11.357831 1.789110
2 -10.776350 -1.695162
2 8.357667 -0.002780
2 9.036798 1.643924
2 9.090778 1.830345
2 9.047531 1.711844
2 9.135931 1.651487
2 -11.931128 -0.060627
2 -12.464046 -0.198463
2 13.173172 1.929971
2 -11.985473 -0.037717
2 -11.794250 -0.002452
2 9.059268 1.675293
2 -11.872354 -0.002656
2 -11.785122 0.090528
2 9.058221 1.663561
2 14.892300 2.062277
2 -7.926639 -0.073156
2 9.067237 1.646412
2 8.724386 -0.145017
2 9.048219 1.651381
2 -11.933869 -0.077208
2 -11.910664 -0.036623
2 8.548272 -0.143115
2 9.091470 1.676010
2 -7.934666 -0.147305
2 -12.050292 -0.043657
2 9.667601 1.668893
2 10.785816 1.792743
2 15.257074 2.023869
2 -11.897842 0.017225
2 -12.041900 -0.074870
2 -11.832649 -0.016131
2 13.811945 0.139837
2 -11.858014 0.011485
2 -12.108740 -0.068174
2 9.259250 -0.238038
2 -11.914008 0.010657
2 9.168478 1.602064
2 9.347885 1.658705
2 -9.208810 -1.908376
2 -12.222384 -0.029696
2 -11.868565 -0.014419
2 8.350297 -0.146323
2 -12.095904 -0.096681
2 -12.003431 -0.016771
2 -11.889818 -0.163376
2 -11.902358 -0.096968
2 9.618818 1.702485
2 -11.890600 -0.105995
2 -11.346583 0.075566
2 8.367466 -0.042610
2 13.717468 2.085756
2 9.173888 1.623865
2 11.285835 1.614104
2 9.181488 1.649214
2 -4.035103 1.595833
2 -8.000452 -0.192205
2 -8.087778 -0.202776
2 -11.887132 0.031330
2 8.641248 -0.209456
2 9.278694 1.646641
2 9.152964 1.675908
2 9.088078 1.677116
2 6.987009 1.802663
2 12.315246 1.676339
2 9.847781 0.042816
2 9.087560 -0.345195
2 9.364182 -0.108396
2 8.535996 -0.130693
2 8.445660 -0.191725
2 9.374673 1.610497
2 -11.956268 -0.101846
2 8.472060 -0.085782
2 -12.360854 -0.160352
2 -8.373526 0.002199
2 9.189769 1.668423
2 -11.988588 0.224660
2 -7.815610 -0.182468
2 8.366531 -0.114501
2 9.073015 1.626220
2 9.053004 1.689883
2 -7.973120 -0.124110
2 -12.002975 -0.054554
2 -12.058642 -0.055831
2 9.172907 1.619768
2 -7.643737 -0.167966
2 -7.913779 -0.125546
2 -11.971659 -0.021034
2 12.336349 2.068054
2 9.191998 1.698617
2 -8.636459 -1.837270
2 -11.944807 0.009523
2 -8.356287 -0.009887
2 8.715391 -0.209277
2 9.159866 1.659906
2 9.175760 1.648038
2 -11.923293 -0.004852
2 8.428689 -0.026294
2 -12.239707 -0.099476
2 9.156759 -0.164101
2 -12.116762 -0.115839
2 8.287220 -0.000589
2 -11.983553 -0.085046
2 -11.860689 -0.083269
2 12.234095 1.887263
2 10.047165 1.593614
2 9.219429 1.634733
2 12.513626 1.931414
2 9.990458 1.542194
2 -12.198323 -0.131684
2 8.661524 0.038000
2 9.060113 1.644781
2 11.922646 1.829855
2 8.402446 -0.092940
2 8.681599 -0.245220
2 9.526624 1.640366
2 -7.952890 -0.204609
2 -7.978024 -0.082800
2 -7.933692 -0.067213
2 8.351414 -0.046481
2 13.037533 2.098388
2 9.125396 1.639675
2 -12.163368 -0.135250
2 -7.779264 -0.270829
2 9.276967 1.626517
2 9.343088 -0.085218
2 9.524240 1.687893
2 9.076183 1.620247
2 9.058780 1.684969
2 13.117133 2.019099
2 -7.973731 -0.126645
2 -7.672739 -0.319805
2 -8.630708 -1.890262
2 11.375504 1.770467
2 8.391067 -0.208457
2 9.120033 1.657441
2 -7.754899 -0.177794
2 14.213244 1.150951
2 -7.969608 -0.121830
2 8.402719 -0.047848
2 9.170117 -0.372052
2 -7.979637 -0.099318
2 -11.880729 -0.027200
2 8.918497 -0.146868
2 -10.921407 -1.194776
2 9.042913 1.635875
2 -10.354939 -1.611456
2 8.466743 -0.171611
2 -11.894753 -0.024710
2 8.420101 -0.079435
2 -10.064788 0.347143
2 8.319206 0.001477
2 10.675734 -0.056208
2 -12.200795 -0.139319
2 9.047747 1.676289
2 -12.072863 -0.126177
2 -10.485100 -1.561959
2 8.267336 -0.034720
2 -12.196499 -0.059609
2 9.056852 1.642143
2 -12.086144 -0.065875
2 11.853171 1.756630
2 -8.014837 -0.133965
2 9.091753 1.635086
2 9.259985 -0.252213
2 -11.947240 -0.044074
2 -11.945142 -0.021432
2 8.261054 0.000348
2 -10.533306 0.064065
2 -11.959424 -0.092016
2 -10.500607 0.104802
2 -7.967358 -0.133974
2 -12.225771 -0.149469
2 -11.717565 0.077993
2 -11.899710 -0.035747
2 9.152600 1.618619
2 -10.703466 -1.718922
2 9.110951 1.647509
2 -7.935135 -0.218943
2 9.064734 1.670107
2 9.434769 1.575938
2 -9.608727 0.110689
2 -9.484426 0.030403
2 8.537426 -0.208760
2 -7.788443 -0.252292
2 -5.893742 -0.343280
2 -12.102880 -0.081926
2 -12.103198 -0.033143
2 -7.858080 -0.112925
2 -7.736067 -0.292828
2 9.075913 1.673425
2 9.064297 1.659350
2 -11.885403 -0.020609
2 9.313910 1.691290
2 -10.924352 0.144430
2 -8.926538 -0.005504
2 10.608626 1.010612
2 -11.003017 0.456124
2 8.370181 -0.113348
2 -12.213560 -0.112358
2 -12.251959 -0.092663
2 9.488287 1.637493
2 -7.777789 -0.171408
2 -11.957438 -0.102524
2 -7.898691 -0.107067
2 -11.947278 -0.061256
2 -8.024933 -0.183140
2 -11.909863 0.823590
2 -7.866602 -0.124018
2 9.134188 1.657470
2 -11.950050 0.025039
2 -11.895886 0.347516
2 9.123765 1.654207
2 9.161243 1.655752
2 12.765275 2.066203
2 8.918767 -0.281711
2 8.269903 0.047605
2 -5.199999 1.606963
2 13.206295 1.863240
2 -7.975060 0.029983
2 -9.765429 -0.065342
2 9.128236 1.637509
2 -11.993217 -0.099194
2 9.224090 1.638948
2 -7.954261 -0.199249
2 -12.177132 -0.184384
2 -7.892092 -0.316816
2 -7.942175 -0.163064
2 -3.061777 1.633252
2 -11.601442 0.023391
2 8.424434 -0.013866
2 -10.398676 -1.571433
2 8.293761 -0.118525
2 9.931484 1.562772
2 -12.059106 -0.161372
2 -12.053089 -0.113312
2 -7.936162 -0.119342
2 8.578780 -0.088056
2 14.419970 2.048677
2 10.400485 0.410086
2 9.127458 1.609843
2 8.703110 -0.212431
2 -12.160969 -0.098524
2 -9.790507 -1.412845
2 -11.043742 1.403401
2 8.291631 -0.243500
2 -12.000279 -0.040075
2 -10.710953 1.250211
2 9.133941 1.632656
2 -12.034973 0.472016
2 -8.635790 0.077813
2 -7.943750 -0.175482
2 12.615527 1.972897
2 9.044477 1.685575
2 9.147830 1.618432
2 9.061467 1.692555
2 -11.959698 -0.073578
2 -12.064137 -0.051008
2 9.191351 1.658502
2 8.678981 -0.201282
2 -12.040130 -0.014235
2 9.086320 1.615343
2 8.517406 -0.168056
2 9.986146 0.255870
2 9.468017 1.645773
2 9.253331 1.599942
2 12.056152 1.865446
2 10.339175 1.575184
2 8.622041 -0.224557
2 10.273100 1.600564
2 9.090785 1.688297
2 10.269760 1.552335
2 -11.900529 0.009278
2 -12.112586 -0.196007
2 -8.016781 -0.151328
2 9.082920 1.690466
2 -7.971986 -0.139081
2 12.964145 -0.217064
2 -10.546549 0.022744
2 -7.963828 -0.196205
2 11.376932 -0.008846
2 8.445717 -0.057075
2 9.200732 1.610903
2 -12.123478 -0.143123
2 12.894813 1.766792
2 9.182098 1.617464
2 8.395140 -0.131106
2 8.532644 -0.198727
2 -11.848074 0.021835
2 9.128487 1.676081
2 12.797609 1.763361
2 -11.824723 -0.010075
2 9.628481 1.633912
2 -9.048624 -2.104780
2 -12.105107 0.359869
2 -12.186272 -0.134416
2 -12.008894 -0.001977
2 -12.060487 -0.122448
2 7.902381 -0.026333
2 -8.370334 0.034052
2 -7.726760 1.563343
2 8.658544 1.719662
2 -12.157764 -0.091971
2 8.837410 1.760046
2 8.084986 -0.235332
2 8.984293 1.742035
2 -11.956608 -0.037609
2 7.841165 -0.082635
2 9.474414 1.725359
2 -11.987473 0.101450
2 9.032569 1.668254
2 -12.203068 -0.074747
2 -12.084236 -0.074423
2 9.011593 1.715997
2 8.268257 -0.077498
2 -8.036342 -0.147125
2 9.078258 1.672756
2 8.023142 -0.100927
2 7.782940 -0.037587
2 -11.920455 0.017102
2 8.885087 1.639092
2 -12.010544 0.111303
2 -8.036069 -0.068505
2 9.602212 1.656767
2 -11.937079 -0.030705
2 8.095875 -0.071021
2 -12.417365 -0.133923
2 -11.959815 0.121856
2 -11.905382 0.083250
2 9.029578 1.629520
2 8.879084 -0.223192
2 9.743014 0.177120
2 8.490110 2.077132
2 9.464155 1.815890
2 9.400906 1.722073
2 8.626942 -0.118339
2 -11.973727 -0.020839
2 -12.190598 -0.117554
2 8.901146 1.696812
2 9.174023 1.725640
2 8.990867 1.719372
2 9.309892 1.714887
2 9.713703 1.498588
2 9.019262 1.762922
2 7.932556 -0.182747
2 -10.210783 -1.583597
2 9.563912 0.989672
2 8.211997 -0.195285
2 7.934719 0.023534
2 -11.851190 0.077635
2 -7.824942 -0.151365
2 8.930635 1.741117
